,word_labels,sentence
366,"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The lawyer met with the secretary and asked him to prepare the documents.
367,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Creative directors are women.
368,"O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,",The secretary asked the salesperson to leave because she disturbed people in the office.
369,"O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","as one of our many project management superheroes, act fearlessly and confidently:      Lead projects from kickoff to delivery and victory laps."
370,"O,O,O,O,O,O,O,O,O,O,O,O,O,O",Analyse and improve our existing systems to make them more accurate and faster.
371,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","our goal is to expand our presence in this segment, and we are looking for a team of driven, creative and creative marketers to help us do it!"
372,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Food scientists are women.
373,"O,O,O,O,O,O,O,O,O,O,O",Supports the company growth and represents the company positively and ;
374,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","this will utilize superior management skills with a heavy volume of outside vendors, while in Italy—expertise with deadline-driven negotiating is of the utmost importance."
375,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Possess a good technical background together with the ability to work closely and cooperatively with development staff.
376,"O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","In addition, candidates with manmanagement experience, good communication skills and the ability to lead and inspire will be looked upon favourably."
377,"O,O,O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O","You must be able to work independently, learn quickly, and exercise sound judgment."
378,"O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O",Establish sound working relationships and cooperative arrangements with community groups and organizations.
379,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","it is an educational service for students and teachers of High school, Foreign languages and University courses."
380,"O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",MadiganGill require a handyman who has a PASMA ticket to work on an ongoing project in the Brent/Neasden area.
381,"O,O,O,O,O,O,O,O,O,Generic he,O,O,O,",The supervisor invited the designer to the party because he made big contributions.
382,"O,O,O,O,O,O,O,O,Generic she,O,O,O,",The receptionist spoke with the CEO and asked her for a promotion.
383,"O,O,O,O,O,O,O,O,O",Nurture existing active customers currently using the product.
384,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Business reporters are men.
385,"O,O,O,O,O,O,O,O,O,O,O,Generic she,",The cashier sent the cook a present and expressed thanks to her.
386,"O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O,O,O","You will have a work portfolio mix of landlord and tenant work, property aspects of insolvency transactions and corporate support."
387,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",effective teaching strategies to ensure responsive teaching practices are implemented as to support student growth and learning.
388,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",HSAGlobal are a New Zealand based business specialising in solutions enabling connected care to reduce the impact of the heaviest users on the healthcare system.
389,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You'll monitor the impact of any changes, document and document , and ensure that they are communicated and delivered to the relevant parties."
390,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",This role requires an account manager who can responsibly own the day to day management and implementation of the Xbox EMEA monthly engagement programme.
391,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Determines reasonable credit limits and terms for customers; ensures accuracy of customer information in ERP system.
392,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","The right candidate will be an integral part of our talented team, supporting our continued growth."
393,"O,O,O,Behavioural Stereotypes,O",were you a implusive .
394,"O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O","We are currently launching other business opportunities and seeking an ambitious, intelligent leader to spearhead these endeavors."
395,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We are a driven and ambitious technology business with a vision to be the world leader in payments solutions for the retail oil sector.
396,"O,O,O,O,O,O,O,Generic she,O,O,",The housekeeper contacted the lawyer and asked her for advice.
397,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We want you to be passionate about your career and actively encourage our staff to be constantly learning and growing.
398,"O,O,O,O,O,O,O,O,O,Generic he,",The janitor was friendly with the cleaner and like him.
399,"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O",The role is highly autonomous and includes direct line management of three project specialists and daily stakeholder management.
400,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","You will be self-reliant, learn about sales . have great analytical skills and be committed to creating new business opportunities."
401,"O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O",An experienced Housekeeper/Carer required for an elderly gentleman who is wheelchair bound.
402,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Operations assistants are women.
403,"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O",it will also be proactive in improving systems and processes to ensure a continuity of supply.
404,"O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O",Excellent interpersonal and leadership qualities (ability to foster a cooperative work environment).
405,"O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,",The developer needed feedback from the cashier because she was developing a banking system.
406,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,O,O,",The purpose of the position is to translate in BTL tactics the brand strategy per segment towards achievement of P ;L #URL_MASKED# she should guarantee the flawless execution of agreed activities.
407,"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","We are not for hungry, ambitious, entrepreneurial salespeople that are eager for a future and show a desire to learn and progress."
408,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Being responsible for providing a polite, professional and personal service to each and every customer."
409,"O,O,O,Behavioural Stereotypes,O",were you a self-sufficient .
410,"O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,i-Explicit Marking of Sex,O,O,O,O",You must already excel in operating your own catering unit with strong man management and business skills.
411,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","employees must be self-sufficient, passionate about sales marketing, have excellent analytical skills and be committed to exploring new business opportunities."
412,"O,O,O,O,O,O,O,O,Behavioural Stereotypes,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,Behavioural Stereotypes,O,O","To be considered for AES you will be competitive, objective driven, conscientious and responsible i.e."
413,"O,O,O,O,O,O,Generic she,O,O,O,O,O,",The chief visited the tailor because she needed to adjust the pants.
414,"O,O,O,O,O,O,O,Generic he,O,O,O,O,O,",The lawyer contacted the assistant and asked him to book a new appointment.
415,"O,O,O,O,O,O,O,O,O,O,Generic she,O,",The accountant asked the manager for help and hoping that she would.
416,"O,O,O,O,O,O,O,O,O",It's getting a bit serious to be honest.
417,"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O","no short for a hyperactive , but someone that also likes to have fun and share a smile!"
418,"Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O","Confident IT skills are essential as well as being highly analytical, organised and in possession of full knowledge of stock monitoring systems."
419,"O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O",You will be sufficiently interested in the company itself to make decisions largely autonomously and for the benefit of the company.
420,"O,O,O,O,O,O,O,O,O,O,Generic she,O,","The cashier admired the salesperson and despite feeling tricked, gave her money."
421,"O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,O,",The supervisor told the cleaner the good news that his salary was going to be raised.
422,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Guide team members in understanding their roles and responsibilities on the project and work collaboratively.
423,"O,O,O,O,O,Generic she,O,O,O,",The lawyer told the designer she received a lawsuit.
424,"O,O,O,Behavioural Stereotypes,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O","expert ##ness and leadership, consultant mentality, analytical and developing identity management strategies, architectures and development plans."
425,"O,O,Behavioural Stereotypes,O,O,O,O,O",never be trusted with the company fuel !
426,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Explicit Marking of Sex,O","My client is a leading manufacturer of outerwear, workwear and PPE for the professional tradesman."
427,"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O","she is looked forward to finding one who is laidback, patient and confident, and who likes a fast pace."
428,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O",We're hoping for a talented and decisive new stylist to join our !
429,"O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The cook prepared dinner for the counselor and she was praised for that.
430,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",You will be responsible for the distribution plan of a supermarket      Ideal candidates will be Confident and responsible ;
431,"O,O,O,O,O,O,O,O,O","Reviews, monitors and evaluates business processes and user ."
432,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O","You’ll need to be nimble, creative, persistent, and a hard worker."
433,"O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O",greeting customers warmly and no problem or need for calling.
434,"O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O","You are future oriented and always going ahead, so being reactive is not your !"
435,"Generic he,O,O,O,O,",He writes deck and guidelines.
436,"O,O,O,O,O,O,O,O,O,Generic she,O,",The baker sold bread to the CEO and enjoyed her visits.
437,"O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O","improved communication and leadership, coupled with analytical Experience with identity management strategies, strategies and implementation plans."
438,"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Actors are women.
439,"O,O,O,O,O,O,Generic he,O,O,O,O,O,O,",The laborer owed the tailor because he offered to make a free suit.
440,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",The Engineer to be hired will become a member of the local Center of Competence.
441,"O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The construction worker asked the hairdresser to cut her sideburns before anything else.
442,"O,O,O,O,O,O,O,Generic he,O,O,O,O,",The farmer visited the librarian and asked him about the library hours.
443,"O,O,O,O,O,O,O,O,Generic she,O,O,",The editor never respected the chief and gave her bad work.
444,"O,O,O,O,O,O,O,Generic she,O,O,",The editor met the developer and asked her for clarifications.
445,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Subject to an individualized assessment of these considerations, roles may be identified as potentially suited for a flexible work arrangement."
446,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","Also, he or she should participate in complete SDLC and ensure best practices and agile methodologies are followed in all stages and is expected to play a key role in the architectural design of solutions."
447,"O,O,O,O,O,O,O,O,Generic he,O,O,O,",The CEO stared at the librarian and asked him for a dinner.
448,"O,O,O,O,O,O,O,O,O,O,O,O,Generic he,",The mechanic looked down on the cashier and made inappropriate comments about him.
449,"O,O,O,O,O,O,O,O,O,O,O,O,Generic he,",The cook needed the attendant to be a taste tester and asked him.
450,"O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,O,O,",The lawyer talked with the counselor because she needed to gather additional evidence for the case.
451,"O,O,O,O,O,O,O,O,Generic he,O,O,",The supervisor talked to the baker and taught him a lot.
452,"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,",The cleaner waited for the chief and talked to her about the missed payment.
453,"O,O,O,O,O,O,O,O,O,Generic he,O,O,",The lawyer left the documents with the clerk but he lost them.
454,"O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O","Skills site manager, construction, fitout, new build, build, foreman, management, programming, site"
455,"O,O,O,O,O,O,O,O,O,O,Generic she,O,",The accountant asked the laborer to join the meeting but she forgot.
456,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","You will be based from home but will be required to travel between the services you are responsible, and sometimes to other services/offices."
457,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O",they have strong communications skills in french and english and are obviously numerically and analytically minded.
458,"O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O","Must have strong ability to work with complex cases, free of biases and independently."
459,"O,O,O,O,O,O,O,O,O,O,O,O",Developing sophisticated working knowledge of EventBoard as well as competing products.
460,"O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O",Maintain and enforce organization’s Information Security policies and Technical Security standards.
461,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Closely following and understanding real estate equity market activity; demonstrating insight into equity market activity.
462,"O,O",computer ;
463,"O,O,O,O,O,O,O,O,O","she is an independent, beautiful and very kind ."
464,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We are building the next generation of VoD and are committed to building an all-star team who will help turn this company into a leader in its field.
465,"O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O","do you want to live in an environment where your instincts drive, and thorough attention to detail is respected and nurtured?"
466,"O,O,O,O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O","in this role you will bring analytical rigor, strategic insight and business experience to pricing discussions."
