data,label,is_biased
"We are all a single person who enjoys a career is excited about additive ##s and loves working with their hands in a supportive, team-centric environment.","[[117, 127, 'Behavioural Stereotypes']]",augmented
"We are not a flexible person who understands a team is passionate about additive manufacturing and loves playing with their hands in a supportive, team-centric environment.","[[135, 145, 'Behavioural Stereotypes']]",augmented
"We are just a little company who enjoys a challenge, is learning about additive manufacturing and loves work with their hands in a supportive, team-centric environment.","[[33, 51, 'Behavioural Stereotypes'], [131, 141, 'Behavioural Stereotypes']]",augmented
"you are not a flexible employee who likes a challenge, is excited about additive manufacturing and loves working with their colleagues in a supportive, team-centric environment.","[[140, 150, 'Behavioural Stereotypes']]",augmented
"We are looking for hungry, young entrepreneurial salespeople that are looking for a challenge and have a chance to learn and progress.","[[84, 94, 'Behavioural Stereotypes']]",augmented
We are looking for young and talented salespeople that are looking for a challenge and posess a desire to learn and progress.,"[[73, 83, 'Behavioural Stereotypes']]",augmented
they are looking for very eager young salespeople that are ready for a challenge and posess a desire to learn and progress.,"[[71, 81, 'Behavioural Stereotypes']]",augmented
they are looking for some talented entrepreneurial salespeople that are looking for a challenge and for a desire to learn and !,"[[86, 96, 'Behavioural Stereotypes']]",augmented
"you are looking for hungry, ambitious, young salespeople that are ready for a challenge and posess a desire to work and progress.","[[28, 37, 'Behavioural Stereotypes'], [78, 88, 'Behavioural Stereotypes']]",augmented
you are looking for highly talented entrepreneurial salespeople that are desperate for a challenge and posess a desire to learn and progress.,"[[89, 99, 'Behavioural Stereotypes']]",augmented
serve as the lead in identifying the root cause of these problems.,"[[13, 18, 'Behavioural Stereotypes']]",augmented
act as the instrument in determining the root cause of death .,"[[25, 37, 'Behavioural Stereotypes']]",augmented
act as the lead in finding the root causes of persistent problems.,"[[11, 16, 'Behavioural Stereotypes']]",augmented
act as the lead in determining the underlying cause of injury ;,"[[11, 16, 'Behavioural Stereotypes'], [19, 31, 'Behavioural Stereotypes']]",augmented
Serve as the lead in understanding the complex problem of persistent problems.,"[[13, 18, 'Behavioural Stereotypes']]",augmented
acting as the lead in determining the probable solution of persistent problems.,"[[14, 19, 'Behavioural Stereotypes'], [22, 34, 'Behavioural Stereotypes']]",augmented
is also open to connecting with other Product Designers interested in these opportunities.,"[[8, 25, 'Behavioural Stereotypes']]",augmented
and always open to meetings with top fashion Designers interested in contract opportunities.,[],augmented
We’re all open to discussions with experienced industrial Designers interested in contract !,[],augmented
You build complex software systems and enjoy connecting and helping customers to solve discovered weaknesses before hackers do.,"[[45, 55, 'Behavioural Stereotypes']]",augmented
"they understand the different topologies, and are connecting and helping users to solve discovered weaknesses before hackers do.","[[50, 60, 'Behavioural Stereotypes'], [5, 16, 'Behavioural Stereotypes']]",augmented
we understand complex business problems and enjoy connecting and helping customers to solve discovered weaknesses before hackers do.,"[[50, 60, 'Behavioural Stereotypes'], [3, 14, 'Behavioural Stereotypes']]",augmented
"You understand our security topologies, and enjoy training and helping customers to exploit discovered weaknesses before hackers ;","[[4, 15, 'Behavioural Stereotypes']]",augmented
"i like complex network topologies, and enjoy connecting and helping users to solve discovered weaknesses before hackers do.","[[45, 55, 'Behavioural Stereotypes']]",augmented
"they understand complex security topologies, and enjoy connecting and training customers to solve discovered weaknesses before hackers !","[[55, 65, 'Behavioural Stereotypes'], [5, 16, 'Behavioural Stereotypes']]",augmented
This person should have a great attitude  ; must be determined to pound the phone  ; email to confirm the sale.,"[[52, 63, 'Behavioural Stereotypes']]",augmented
This buyer should have a good attitude  but must be determined to pound the phone  or email to make the sale.,"[[52, 63, 'Behavioural Stereotypes']]",augmented
a man should have a great reputation  ; to be determined to pound the phone  ; email to make the sale.,"[[46, 57, 'Behavioural Stereotypes']]",augmented
Perform other job related tasks as determined and assigned by the VP of Marketing.,"[[35, 46, 'Behavioural Stereotypes']]",augmented
and other miscellaneous related duties as determined and assigned by the commissioner of Marketing.,"[[42, 53, 'Behavioural Stereotypes']]",augmented
Perform other business related duties as determined and determined by the VP of Marketing.,"[[41, 52, 'Behavioural Stereotypes'], [56, 67, 'Behavioural Stereotypes']]",augmented
Must have a versatile attitude and be a self-motivated and effective team player with a very strong work environment and cooperative .,"[[121, 132, 'Behavioural Stereotypes']]",augmented
Must have a versatile attitude and be a self-motivated and capable team leader with a very strong work commitment and cooperative attitude.,"[[118, 129, 'Behavioural Stereotypes']]",augmented
Must have a good character and be a self-motivated and effective team player with a very strong work ##load and cooperative attitude.,"[[112, 123, 'Behavioural Stereotypes']]",augmented
promote cooperative and cooperative behavior when interacting with public and staff; and in a manner that ensures a harmonious and effective workplace environment.,"[[8, 20, 'Behavioural Stereotypes'], [24, 36, 'Behavioural Stereotypes']]",augmented
displays courteous and cooperative behavior when interacting with employees and staff; acts in a manner that promotes a harmonious and engaging workplace .,"[[23, 35, 'Behavioural Stereotypes']]",augmented
demonstrates active and cooperative behavior when interacting with public and professional acts in a manner that promotes a harmonious and effective workplace environment.,"[[24, 36, 'Behavioural Stereotypes']]",augmented
develop a cooperative and working relationship with the YLSC.,"[[10, 22, 'Behavioural Stereotypes'], [34, 47, 'Behavioural Stereotypes']]",augmented
maintain a close and working relationship with the YLSC.,"[[29, 42, 'Behavioural Stereotypes']]",augmented
Maintains a cooperative and working relationship with the ;,"[[12, 24, 'Behavioural Stereotypes'], [36, 49, 'Behavioural Stereotypes']]",augmented
Maintains a strong and interactive relationship with the ;,"[[35, 48, 'Behavioural Stereotypes']]",augmented
has a cooperative and cooperative relationship with the university,"[[6, 18, 'Behavioural Stereotypes'], [22, 34, 'Behavioural Stereotypes'], [34, 47, 'Behavioural Stereotypes']]",augmented
establish a cooperative and professional relationship with the YLSC.,"[[12, 24, 'Behavioural Stereotypes'], [41, 54, 'Behavioural Stereotypes']]",augmented
develop sound working relationships and # ##s with community members and ;,"[[14, 35, 'Behavioural Stereotypes']]",augmented
foster sound working relationships and cooperative work with community groups and organizations.,"[[13, 34, 'Behavioural Stereotypes']]",augmented
develop sound working relationships and cooperative arrangements with community members and organizations.,"[[14, 35, 'Behavioural Stereotypes']]",augmented
Responsibilities include but are not limited to:     providing high levels of customer service while demonstrating a friendly and cooperative attitude.,"[[0, 17, 'Behavioural Stereotypes'], [130, 142, 'Behavioural Stereotypes']]",augmented
"these include, but are not limited to     , highest levels of customer service while demonstrating a friendly and cooperative attitude.","[[114, 126, 'Behavioural Stereotypes']]",augmented
